subject,teacher,time_detail,all_colleges_registered,classroom
國文－古典詩選讀,呂昭明,二D56,36,研究250102
國文－古典詩選讀,吳慕櫻,一D56,38,百年330213
國文－古典詩選讀,周玉芬,一D56,20,百年330406
國文－古典詩選讀,吳慕櫻,二D56,38,研究250306
國文－古典詩選讀,周玉芬,二D56,0, 無資料
國文－古典小說選讀,陳逢源,二D56,44,研究250205
國文－古典小說選讀,蔡妙真,五234,34,綜北270107
國文－古典小說選讀,許庭慈,二D56,0, 無資料
國文－古典小說選讀,許庭慈,一D56,26,道藩320113
國文－現代小說選讀,陳碩文,一D56,34,道藩320111
國文－現代小說選讀,黃國華,五234,51,資訊140207
國文－臺灣文學選讀,曾守正,五234,35,研究250205
國文－臺灣文學選讀,林妤,二D56,48,研究250301
國文－臺灣文學選讀,林妤,一D56,48,道藩320215
國文－中國思想名作選讀,蕭裕民,一D56,26,百年330305
國文－中國思想名作選讀,鄭雯馨,五234,36,研究250102
國文─中國神話選讀,高莉芬,五234,39,研究250309
國文－中國語言文字名作選讀,林宏明,五234,34,研究250106
國文－中國語言文字名作選讀,洪燕梅,二D56,32,研究250419
國文－中國語言文字名作選讀,呂昭明,五234,34,研究250302
國文－中國語言文字名作選讀,謝忠晟,二D56,41,研究250305
國文－中國語言文字名作選讀,羅睿晣,五234,26,資訊140107
國文－中國語言文字名作選讀,謝忠晟,一D56,38,百年330212
國文－臺灣語言與文化選讀,游喬茵,二D56,42,資訊140107
國文－臺灣語言與文化選讀,李天群,一D56,37,季陶340402
國文－臺灣語言與文化選讀,李天群,二D56,13,資訊140307
國文－入門班,黎秉一,三78E,13,研究250106
國文－基礎班,呂昭明,三78E,15,研究250202
國文－進階班,宋韻珊,三78E,40,綜北270204
進階國文─大眾文化中的戲曲身影,蔡欣欣,二D56,9,研究250309
進階國文—書法名作欣賞與臨摹,黃庭頎,五234,43,道藩320119
大學英文（二）,趙宣彭,三D56,43,國際360304
大學英文（二）,金嘉炘,三D56,38,季陶340402
大學英文（二）,黃杏妃,三D56,34,季陶340302
大學英文（二）,賴宇彤,三D56,37,百年330406
大學英文（二）,毛佩琦,三D56,40,百年330203
大學英文（二）,郭曉蓉,三D56,39,百年330212
大學英文（二）,林翰儀,三D56,40,國際360301
大學英文（二）,余懿珊,三D56,41,季陶340406
大學英文（二）,李寶莉,三D56,38,國際360202
大學英文（二）,李寶莉,五D56,36,國際360202
大學英文（二）,趙宣彭,五D56,41,國際360301
大學英文（二）,金嘉炘,五D56,39,季陶340402
大學英文（二）,黃淑真,五D56,30,季陶340108
大學英文（二）,陳彩虹,五D56,37,季陶340414
大學英文（二）,賴宇彤,五D56,36,百年330304
大學英文（二）,戚大為,五D56,25,道藩320215
大學英文（二）,陳綉諭,五D56,39,季陶340413
大學英文（二）,黃杏妃,五D56,27,季陶340302
大學英文（二）,余懿珊,五D56,38,道藩320111
大學英文（二）,王力英,五D56,20,季陶340406
大學英文（二）,陳雅莉,五D56,41,道藩320113
大學英文（二）,李寶莉,二D56,38,綜北270105
大學英文（二）,金嘉炘,二D56,40,季陶340402
大學英文（二）,黃杏妃,二D56,35,研究250308
大學英文（二）,余懿珊,二D56,42,綜北270305
大學英文（二）,陳綉諭,二D56,38,資訊140401
大學英文（二）,王力英,二D56,29,資訊140208
大學英文（二）,戚大為,二D56,26,學思040103
大學英文（二）,毛佩琦,二D56,38,學思040104
大學英文（二）,謝思蕾,二D56,21,綜北270207
大學英文（二）,林翰儀,二D56,38,資訊140207
大學英文（二）,郭曉蓉,二D56,43,學思040101
大學英文（二）,賴宇彤,二D56,39,學思040303
大學英文（二）,陳雅莉,二D56,38,研究250424
大學英文（二）,李寶莉,四234,40,綜北270407
大學英文（二）,金嘉炘,四234,36,季陶340402
大學英文（二）,趙宣彭,四234,57,學思040202
大學英文（二）,余懿珊,四234,38,學思040101
大學英文（二）,崔正芳,四234,38,研究250301
大學英文（二）,戚大為,四234,29,研究250302
大學英文（二）,陳綉諭,四234,36,資訊140106
大學英文（二）,朱容萱,四234,39,資訊140201
大學英文（二）,黃杏妃,四234,31,研究250305
大學英文（二）,郭曉蓉,四234,46,研究250306
大學英文（二）,王力英,四234,26,資訊140107
大學英文（二）,蘇靖棻,四234,40,電算智慧教室
大學英文（二）,趙宣彭,四D56,54,學思040306
大學英文（二）,賴宇彤,四D56,37,研究250305
大學英文（二）,郭曉蓉,四D56,43,資訊140405
大學英文（二）,謝思蕾,四D56,36,國際360406
大學英文（二）,陳佳琦,三EFG,2,研究250102
大學英文（二）,趙宣彭,二D56,27,學思040301
大學英文（二）,陳佳琦,三D56,31,季陶340516
大學英文（二）,毛佩琦,四234,27,學思040104
大學英文（二）,謝思蕾,四234,11,國際360406
大學英文（二）,毛佩琦,四D56,20,學思040104
大學英文（二）,謝思蕾,五D56,31,國際360406
士人、社會與國家,王德權,五123,46,季陶340413
台灣歷史與文化,曾士榮,二78,20,資訊140208
當代台灣旅行文學欣賞,張惠珍,二78E,49,商館260105
電影藝術,李福鐘,四78,94,道藩320224
客家語言與文化,賴惠玲,三78E,40,季陶340302
文明發展與歷史思惟,金仕起,二78E,56,大勇210105
文明發展與歷史思惟,雷恩‧侯洛伊德,四78E,28,資訊140306
生命價值與哲學思惟,謝昭銳,四78E,57,大勇210104
生命價值與哲學思惟,蔡偉鼎,三78E,111,大勇210105
近代日本經濟史概論,李為楨,二78,66,研究250105
語言與文化：以美式英文為例,余明忠,五78E,13,井塘020101
創造力,葉玉珠,二78,56,井塘020113
生命探索與宗教文化,林振源,三78E,49,大勇210207
生命探索與宗教文化,蔡源林,四78E,40,大勇210105
近代臺灣歷史與人物,鄭麗榕,三CD78,74,教室洽系所學思040202
西方文學經典與人文思維,林質心、邱彥彬,三78E,29,研究250206
中華文化英語課程：中國戲劇,姜翠芬,一78E,13,研究250106
阿拉伯大眾文化,王經仁,二78,97,學思040302
語言的人文與科學,郭岳鑫、萬依萍、戴智偉,二78E,116,大智190101
語言的人文與科學,郭岳鑫、萬依萍、戴智偉,三78E,120,大智190305
語言的人文與科學,郭岳鑫、萬依萍、戴智偉,五D56,122,大勇210105
近代中國的性別知識建構,許慧琦,二78E,20,研究250201
認識故宮名畫,劉宇珍,二78E,73,研究250206
實用台灣閩南語,蔡惠名,一78E,52,綜北270105
語言發展與認知、文化的交響,薩文蕙,三78E,44,研究250306
藝術與當代社會,郭力昕,三78E,119,傳院劇場
藝術與當代社會,鍾適芳,三78E,118,傳播排演室
走讀台灣文學地景,羅詩雲,四78E,47,綜北270107
法語系國家文化入門,薛芬妮,三78,47,學思040201
台語與台灣文化傳播,周馥儀,三78E,36,綜北270101
解密生命樹：基督宗教傳統的跨時空之旅,崔國瑜,五D56,23,季陶340401
藝術、自我探索與文化溯源,劉若瑀,一678,13,藝文370813
舞蹈與音樂,謝杰廷,四78E,48,傳播310311
當代台灣電影、文化與社會,林庭瑩,五D56,36,研究250305
數位時代下的閱聽文化,吳欣芳,五D56,20,綜北270102
保險糾紛介紹,王正偉,二78,7,商館260101
經濟全球化與台商大陸投資,陳德昇,二78,34,資訊140107
歐洲政府與外交政策,湯紹成,一78,53,資訊140201
現代經濟社會：歐洲經濟發展觀,洪美蘭,四78E,18,綜北270101
從漫畫看日本,蔡增家,五56,134,綜南270113
歐盟的兩岸政策,湯紹成,一12,29,資訊140201
由歷史事件看國際關係,郭昕光,一12,40,綜北270103
臺灣政治,李酉潭,三78E,22,綜北270203
生活中的經濟學,羅光達,二78五CD,40,綜南270111教室洽系所
生活中的經濟學,周德宇,一CD四78,54,教室洽系所綜南270415
全球經濟與勞工問題,張其恆,三78,50,綜北270106
社會學動動腦,苗延威,五D56,82,綜南270415
社會學動動腦,陳宗文,四78E,70,綜合中央大教室 (270751)
法學素養,張桐銳,二78E,84,綜合中央大教室 (270751)
法學素養,林佳和,一78E,153,大勇210103
認識智慧財產權,莊弘鈺,二78E,126,研究250103
環視全球－挑戰國際視野,王韻,四78E,32,綜北270103
環視全球－挑戰國際視野,連弘宜,一78E,109,綜南270113教室洽系所
中國大陸概論,王信賢,二78E,84,綜北270103
中國大陸概論,寇健文,一78E,19,綜北270103
中國大陸概論,林義鈞,二78E,64,綜北270201
中國大陸概論,郭益昌,四78E,21,綜北270106
從土耳其看世界,熊道天,三78E,81,大勇210202
教育探索與自我學習,李淑菁,三78E,79,商館260105
教育探索與自我學習,王素芸,四78E,89,學思040302
教育探索與自我學習,張盈堃,一78E,50,研究250103
組織中的關係管理,陳憶寧,三78E,42,綜北270201
社會創新與未來創造,林承毅,三78E,21,綜北270202
認識勞資關係與勞動權益,吳姿慧,三78,46,綜南270109
誰來審判？國民法官就是你,陳柏良,五D56,92,研究250105
地方創生入門,蕭惠中、戴秀雄,四78,66,大勇210201
設計思維與創意開發,蘇偉業,二78,26,商館260102
韌命之路：選讀經典、探索永續,郭怡君,五D56,0, 無資料
人工智慧與社會,黃凱紳,五56,24,綜北270203
科技地緣政治時代的科技法政策、外交與國家安全,杜文苓、張智程,四78E,11,綜北270207
生活中的生命科學,陳紹寬、詹銘煥,二78E,106,大勇210103
生活中的生命科學,趙知章,一78E,86,大勇210202
探索遺傳特性,趙知章,三78,91,大勇210205
物理學史與人類文明,楊志開,二78E,36,大智190305
大腦與我,陳紹寬、趙知章,四78E,100,大智190101
大腦與我,廖文霖,一78二CD,44,資訊140301教室洽系所
科技與人文社會,柯玉佳,四78E,93,研究250103
數學、邏輯與人生,陳政輝,四78E,134,大勇210103
藥你康健、遠離毒惑（禍）,詹銘煥,三78E,49,大勇210104
醫病風險數據與醫療（照護）管理,陸行、詹銘煥,四78,43,大勇210102
俄國文化與社會,彭桂英,一78,87,綜南270111
自我．身體．文化,李衣雲,二78,68,資訊140105
電影與國際關係,蔡增家,五78,139,綜南270113
東南亞發展與治理,楊昊,五678,40,綜合中央大教室 (270751)
性別與文學理論入門,紀大偉,四78E,71,研究250101
無所不在的人工智慧,羅崇銘,二678,38,電算微三室
國際永續發展專題,何浩慈,二78E,40,綜北270202
園藝與生活,吳振發,二78,120,大勇210202
語言與認知神經科學概論,賴瑶鍈,四78E,65,綜北270201
故事如何塑造法律,郭怡慧,二78E,37,綜北270106
氣候變遷對社會韌性的挑戰,呂采穎、杜文苓,五78,49,綜南270311
國小學生課後關懷與輔導,張愛華,二C,40,商館260713
圖書館實務及創意管理,林巧敏,一2,57,研究250101
動物權：理論與實踐,盧倩儀,三78,53,資訊140301
自主學習專題：自由軟體Inkscape圖像創作與應用,蔡炎龍,三FG,43,商館260312
聲音自媒體應用與創作,吳宇軒,一78E,41,大勇210417
自主學習專題：橋牌運動中的機率與理則學,張宜武,四FG,47,商館260102
自主學習專題：Tminun na Tayal 共享織識,王雅萍,四78,28,商館260304
自主學習專題：人文茶學概論－基礎製茶學,高振宏,一EF,44,商館260210
自主學習專題：人文茶學概論－基礎製茶學實作,高振宏,一G,27,商館260210
自主實踐學習２,馬藹萱,未定或彈性,1, 無資料
程式設計概論,邱淑怡,一678,62,大仁200401資科電腦室
程式設計概論,邱淑怡,二678,43,電算微二室
程式設計概論,邱淑怡,三78E,62,資訊140406(微五教室)
程式設計概論,邱淑怡,四678,58,大仁200401資科電腦室
程式設計概論,邱淑怡,五234,64,資訊140406(微五教室)
人工智慧與數位人文,張瑜芸,四78E,50,大勇210205
計算思維與人工智慧,吳致勳,一78E,85,商館260306
計算思維與人工智慧,陳昭伶,五234,30,綜南270114
設計思維與軟體系統專案管理,魏綾音,二678,15,綜南270109
設計思維與軟體系統專案管理,魏綾音,五234,29,資訊140301
設計思維與軟體系統專案管理,魏綾音,五D56,36,資訊140301
生成式人工智慧時代的生活紀實,郭正佩,一78E,69,資訊140406(微五教室)
設計思考與人工智慧,陳宜秀、蔡炎龍,三234,63,人偉講堂
知識與實踐匯流：政大傑出研究學者講座,徐士勛,四234,60,研究250203
生物技術導論,陳建志,三78,31,資訊140201
認識中醫藥,邱榮鵬,五78,107,學思040202
天氣與氣候,苟潔予,二78,64,資訊140201
野生動物保育行銷,曹先紹,四78,82,學思040103
壓力與情緒管理,唐守志,二78,125,資訊140306
藥物使用與生活的關係,潘俊宏,二78,98,資訊140206
醫療與生活,林志陵,二78,96,資訊140301
醫療與生活,呂志得,二78,90,資訊140401
醫療與生活,林怡君,四78,96,資訊140201
看的方法（紀錄片）,朱詩倩,五12,185,舜文大講堂
預防醫學與校園健康,吳逸帆,三78,127,資訊140206
西歐歷史建築,邱博舜,三78,131,綜南270113
長期照護與健康產業發展,黃遵誠,二78,92,學思040202
健康與生活,黃遵誠,四78,90,資訊140401
關於藝術的話題,陳正才,四78,67,資訊140301
仰望星空探索宇宙,徐麗婷,五56,54,資訊140208
環境科學與環境保護,侯昭平,五56,60,資訊140105
自我探索與心理健康,王素芸,一78,65,學思040103
數位轉型的智權與風險管理,萬幼筠,一78,53,資訊140107
資訊素養與倫理,區國良,五56,79,教室洽系所
幸福學,那原道,四78E,79,大勇210202
三貓生態食農傳播實踐,汪文豪,五78,63,資訊140106
地方創生個案分析,林郁芳,四78,15,資訊140107
醫學新知與尖端研究,王署君,四78,105,資訊140206
舞蹈鑑賞,王宏豪,三78E,67,研究250105
衛生保健,詳備註,四D5,42,商館260316
